nim,kode_mk,tanggal,pertemuan_ke,status,jam_masuk
2310237,SD2401,2023-11-10,11,IZIN,8:30
2310237,SD2401,2023-11-17,12,IZIN,9:15
2310237,SD2401,2023-11-24,13,HADIR,8:15
2310237,SD2401,2023-12-01,14,hadir,8:45
2310237,SD1202,2023-09-01,1,sakit,8:45
2310237,SD1202,2023-09-08,2,HADIR,9:00
2310237,SD1202,2023-09-15,3,izin,7:30
2310237,SD1202,2023-09-22,4,-,
2310237,SD1202,2023-09-29,5,SAKIT,9:15
2310237,SD1202,2023-10-06,6,ALPA,
2310237,SD1202,2023-10-13,7,hadir,7:00
2310237,SD1202,2023-10-20,8,SAKIT,8:45
2310237,SD1202,2023-10-27,9,hadir,7:30
2310237,SD1202,2023-11-03,10,hadir,7:15
2310237,SD1202,2023-11-10,11,hadir,8:15
2310237,SD1202,2023-11-17,12,SAKIT,7:15
2310237,SD1202,2023-11-24,,ALPA,
2310237,SD1202,2023-12-01,14,alpa,
2310238,SD1201,2023-09-01,1,ALPA,
2310238,SD1201,2023-09-08,2,hadir,8:30
2310238,SD1201,15/09/2023,3,-,
2310238,SD1201,22/09/2023,4,HADIR,8:15
2310238,SD1201,2023-09-29,5,hadir,7:45
2310238,SD1201,2023-10-06,6,sakit,8:30
2310238,SD1201,2023-10-13,7,SAKIT,7:15
2310238,SD1201,2023-10-20,8,izin,8:30
2310238,SD1201,2023-10-27,9,hadir,8:15
2310238,SD1201,2023-11-03,10,H,7:30
2310238,SD1201,2023-11-10,11,alpa,
2310238,SD1201,2023-11-17,12,IZIN,8:00
2310238,SD1201,2023-11-24,13,ALPA,
2310238,SD1201,2023-12-01,14,hadir,8:00
2310238,SD2301,2023-09-01,1,SAKIT,8:30
2310238,SD2301,2023-09-08,2,HADIR,9:00
2310238,SD2301,2023-09-15,3,hadir,8:00
2310238,SD2301,2023-09-22,4,-,
2310238,SD2301,2023-09-29,5,-,
2310238,SD2301,06/10/2023,6,sakit,8:45
2310238,SD2301,2023-10-13,7,SAKIT,8:00
2310238,SD2301,2023-10-20,8,alpa,
2310238,SD2301,2023-10-27,9,hadir,7:30
2310238,SD2301,03/11/2023,10,-,
2310238,SD2301,10/11/2023,11,sakit,9:15
2310238,SD2301,2023-11-17,12,-,
2310238,SD2301,2023-11-24,13,hadir,8:30
2310238,SD2301,2023-12-01,14,IZIN,8:45
2310238,SD2201,2023-09-01,1,-,
2310238,SD2201,2023-09-08,2,H,9:15
2310238,SD2201,2023-09-15,3,ALPA,
2310238,SD2201,2023-09-22,4,alpa,
2310238,SD2201,2023-09-29,5,SAKIT,7:45
2310238,SD2201,06/10/2023,6,sakit,9:15
2310238,SD2201,2023-10-13,7,HADIR,7:00
2310238,SD2201,2023-10-20,8,sakit,8:15
2310238,SD2201,2023-10-27,9,alpa,
2310238,SD2201,2023-11-03,10,ALPA,
2310238,SD2201,2023-11-10,11,-,
2310238,SD2201,2023-11-17,,alpa,
2310238,SD2201,2023-11-24,13,HADIR,7:15
2310238,SD2201,2023-12-01,14,alpa,
2310239,SD2201,2023-09-01,1,-,
2310239,SD2201,2023-09-08,2,izin,7:15
2310239,SD2201,2023-09-15,3,hadir,8:15
2310239,SD2201,2023-09-22,4,H,8:15
2310239,SD2201,2023-09-29,5,HADIR,7:30
2310239,SD2201,2023-10-06,6,sakit,8:15
2310239,SD2201,2023-10-13,7,IZIN,7:30
2310239,SD2201,2023-10-20,8,IZIN,8:30
2310239,SD2201,2023-10-27,9,-,
2310239,SD2201,2023-11-03,10,izin,7:30
2310239,SD2201,2023-11-10,11,HADIR,7:15
2310239,SD2201,2023-11-17,12,H,9:15
2310239,SD2201,2023-11-24,13,sakit,9:15
2310239,SD2201,2023-12-01,14,HADIR,7:45
2310239,SI1101,2023-09-01,1,izin,9:30
2310239,SI1101,2023-09-08,,izin,7:30
2310239,SI1101,2023-09-15,3,SAKIT,7:30
2310239,SI1101,2023-09-22,4,alpa,
2310239,SI1101,2023-09-29,5,ALPA,
2310239,SI1101,2023-10-06,6,-,
2310239,SI1101,2023-10-13,7,ALPA,
2310239,SI1101,2023-10-20,8,H,9:45
2310239,SI1101,2023-10-27,9,hadir,7:45
2310239,SI1101,2023-11-03,10,ALPA,
2310239,SI1101,2023-11-10,11,hadir,8:30
2310239,SI1101,2023-11-17,12,ALPA,
2310239,SI1101,2023-11-24,13,hadir,8:00
2310239,SI1101,2023-12-01,14,sakit,8:15
2310239,IF1101,2023-09-01,1,SAKIT,8:15
2310239,IF1101,2023-09-08,2,H,8:45
2310239,IF1101,2023-09-15,3,H,7:30
2310239,IF1101,2023-09-22,4,izin,9:30
2310239,IF1101,2023-09-29,5,sakit,8:30
2310239,IF1101,2023-10-06,6,izin,7:00
2310239,IF1101,2023-10-13,7,HADIR,8:45
2310239,IF1101,2023-10-20,8,H,9:45
2310239,IF1101,2023-10-27,9,IZIN,8:45
2310239,IF1101,03/11/2023,10,IZIN,8:15
2310239,IF1101,2023-11-10,11,HADIR,8:30
2310239,IF1101,2023-11-17,12,-,
2310239,IF1101,2023-11-24,13,alpa,
2310239,IF1101,2023-12-01,14,hadir,8:30
2310240,SD1201,2023-09-01,1,SAKIT,8:45
2310240,SD1201,2023-09-08,2,-,
2310240,SD1201,2023-09-15,,alpa,
2310240,SD1201,2023-09-22,4,IZIN,7:45
2310240,SD1201,2023-09-29,5,-,
2310240,SD1201,2023-10-06,6,izin,9:00
2310240,SD1201,2023-10-13,7,ALPA,
2310240,SD1201,2023-10-20,8,hadir,8:15
2310240,SD1201,2023-10-27,9,izin,9:15
2310240,SD1201,2023-11-03,10,-,
2310240,SD1201,2023-11-10,11,hadir,9:45
2310240,SD1201,2023-11-17,12,sakit,9:00
2310240,SD1201,24/11/2023,13,IZIN,8:30
2310240,SD1201,2023-12-01,14,IZIN,7:45
2310240,SD2401,2023-09-01,1,alpa,
2310240,SD2401,2023-09-08,2,SAKIT,7:00
2310240,SD2401,2023-09-15,3,ALPA,
2310240,SD2401,2023-09-22,4,alpa,
2310240,SD2401,2023-09-29,5,-,
2310240,SD2401,2023-10-06,6,-,
2310240,SD2401,2023-10-13,7,-,
2310240,SD2401,20/10/2023,8,IZIN,7:15
2310240,SD2401,2023-10-27,9,H,9:00
2310240,SD2401,2023-11-03,10,HADIR,9:30
2310240,SD2401,2023-11-10,11,sakit,8:00
2310240,SD2401,2023-11-17,12,-,
2310240,SD2401,2023-11-24,13,ALPA,
2310240,SD2401,2023-12-01,14,-,
2310240,SI1101,2023-09-01,1,-,
2310240,SI1101,2023-09-08,2,SAKIT,7:30
2310240,SI1101,2023-09-15,3,alpa,
2310240,SI1101,2023-09-22,4,IZIN,8:15
2310240,SI1101,2023-09-29,5,IZIN,8:00
2310240,SI1101,06/10/2023,6,SAKIT,7:30
2310240,SI1101,2023-10-13,7,ALPA,
2310240,SI1101,2023-10-20,8,IZIN,7:00
2310240,SI1101,2023-10-27,9,H,7:45
2310240,SI1101,2023-11-03,10,ALPA,
2310240,SI1101,2023-11-10,11,IZIN,8:15
2310240,SI1101,17/11/2023,12,HADIR,8:15
2310240,SI1101,2023-11-24,13,SAKIT,7:00
2310240,SI1101,2023-12-01,14,SAKIT,9:15
2310241,SD2401,2023-09-01,1,IZIN,7:15
2310241,SD2401,2023-09-08,2,-,
2310241,SD2401,2023-09-15,3,HADIR,7:30
2310241,SD2401,2023-09-22,4,SAKIT,8:15
2310241,SD2401,2023-09-29,5,H,7:15
2310241,SD2401,2023-10-06,6,HADIR,7:15
2310241,SD2401,2023-10-13,7,H,7:00
2310241,SD2401,2023-10-20,8,izin,8:45
2310241,SD2401,2023-10-27,9,alpa,
2310241,SD2401,2023-11-03,10,izin,9:15
2310241,SD2401,2023-11-10,11,alpa,
2310241,SD2401,2023-11-17,12,-,
2310241,SD2401,2023-11-24,13,alpa,
2310241,SD2401,01/12/2023,14,-,
2310241,SD2201,2023-09-01,1,sakit,9:45
2310241,SD2201,2023-09-08,2,-,
2310241,SD2201,2023-09-15,3,H,8:30
2310241,SD2201,2023-09-22,4,SAKIT,7:15
2310241,SD2201,2023-09-29,5,sakit,7:45
2310241,SD2201,2023-10-06,6,alpa,
2310241,SD2201,2023-10-13,7,sakit,7:30
2310241,SD2201,2023-10-20,8,H,9:15
2310241,SD2201,2023-10-27,9,izin,8:45
2310241,SD2201,2023-11-03,10,HADIR,7:30
2310241,SD2201,2023-11-10,11,ALPA,
2310241,SD2201,2023-11-17,12,SAKIT,9:00
2310241,SD2201,2023-11-24,13,sakit,9:30
2310241,SD2201,2023-12-01,14,alpa,
2310241,SD1202,2023-09-01,1,izin,8:45
2310241,SD1202,2023-09-08,2,IZIN,9:30
2310241,SD1202,2023-09-15,3,IZIN,8:15
2310241,SD1202,2023-09-22,4,HADIR,8:15
2310241,SD1202,2023-09-29,5,izin,7:15
2310241,SD1202,2023-10-06,6,IZIN,9:15
2310241,SD1202,2023-10-13,7,hadir,7:30
2310241,SD1202,2023-10-20,8,H,9:00
2310241,SD1202,2023-10-27,9,ALPA,
2310241,SD1202,2023-11-03,10,-,
2310241,SD1202,2023-11-10,11,SAKIT,7:45
2310241,SD1202,2023-11-17,12,-,
2310241,SD1202,2023-11-24,13,HADIR,8:15
2310241,SD1202,2023-12-01,14,ALPA,
2310242,SD2401,2023-09-01,1,SAKIT,7:00
2310242,SD2401,2023-09-08,2,IZIN,8:00
2310242,SD2401,2023-09-15,3,alpa,
2310242,SD2401,2023-09-22,4,sakit,8:45
2310242,SD2401,2023-09-29,5,hadir,9:00
2310242,SD2401,2023-10-06,6,alpa,
2310242,SD2401,2023-10-13,7,sakit,9:45
2310242,SD2401,2023-10-20,8,sakit,7:45
2310242,SD2401,2023-10-27,9,SAKIT,7:00
2310242,SD2401,2023-11-03,10,IZIN,7:00
2310242,SD2401,2023-11-10,11,alpa,
2310242,SD2401,2023-11-17,12,sakit,8:00
2310242,SD2401,2023-11-24,13,HADIR,7:00
2310242,SD2401,2023-12-01,14,H,8:00
2310242,SD2201,2023-09-01,1,ALPA,
2310242,SD2201,2023-09-08,2,izin,9:45
2310242,SD2201,2023-09-15,3,H,9:45
2310242,SD2201,2023-09-22,4,SAKIT,9:00
2310242,SD2201,2023-09-29,5,IZIN,7:15
2310242,SD2201,2023-10-06,6,ALPA,
2310242,SD2201,2023-10-13,7,SAKIT,9:30
2310242,SD2201,2023-10-20,8,sakit,8:15
2310242,SD2201,2023-10-27,9,-,
2310242,SD2201,03/11/2023,10,izin,9:45
2310242,SD2201,2023-11-10,11,alpa,
2310242,SD2201,2023-11-17,12,SAKIT,9:00
2310242,SD2201,2023-11-24,13,sakit,7:45
2310242,SD2201,2023-12-01,14,H,7:30
2310242,SD1102,2023-09-01,1,-,
2310242,SD1102,2023-09-08,2,IZIN,8:15
2310242,SD1102,2023-09-15,3,hadir,7:30
2310242,SD1102,2023-09-22,4,IZIN,9:30
2310242,SD1102,2023-09-29,5,SAKIT,7:15
2310242,SD1102,2023-10-06,6,H,7:15
2310242,SD1102,2023-10-13,7,izin,8:45
2310242,SD1102,2023-10-20,8,-,
2310242,SD1102,2023-10-27,9,alpa,
2310242,SD1102,2023-11-03,10,sakit,7:45
2310242,SD1102,2023-11-10,11,HADIR,8:45
2310242,SD1102,2023-11-17,12,SAKIT,8:30
2310242,SD1102,2023-11-24,13,SAKIT,7:30
2310242,SD1102,2023-12-01,14,HADIR,7:30
2310243,SD1101,2023-09-01,1,SAKIT,8:15
2310243,SD1101,2023-09-08,2,HADIR,7:15
2310243,SD1101,2023-09-15,3,H,9:45
2310243,SD1101,2023-09-22,4,H,8:00
2310243,SD1101,2023-09-29,5,IZIN,9:15
2310243,SD1101,2023-10-06,6,ALPA,
2310243,SD1101,2023-10-13,7,IZIN,8:45
2310243,SD1101,2023-10-20,8,SAKIT,9:15
2310243,SD1101,2023-10-27,9,-,
2310243,SD1101,2023-11-03,10,sakit,9:00
2310243,SD1101,2023-11-10,11,-,
2310243,SD1101,2023-11-17,12,alpa,
2310243,SD1101,2023-11-24,13,ALPA,
2310243,SD1101,2023-12-01,14,ALPA,
2310243,SD1202,2023-09-01,1,HADIR,7:15
2310243,SD1202,2023-09-08,2,alpa,
2310243,SD1202,2023-09-15,3,hadir,8:00
2310243,SD1202,2023-09-22,4,ALPA,
2310243,SD1202,2023-09-29,5,hadir,9:30
2310243,SD1202,2023-10-06,6,alpa,
2310243,SD1202,2023-10-13,7,H,9:30
2310243,SD1202,2023-10-20,8,HADIR,9:30
2310243,SD1202,2023-10-27,9,alpa,
2310243,SD1202,2023-11-03,10,IZIN,7:45
2310243,SD1202,2023-11-10,11,HADIR,8:45
2310243,SD1202,2023-11-17,12,SAKIT,9:30
2310243,SD1202,2023-11-24,13,alpa,
2310243,SD1202,2023-12-01,14,-,
2310243,SI1201,2023-09-01,1,sakit,8:15
2310243,SI1201,2023-09-08,2,HADIR,9:00
2310243,SI1201,2023-09-15,3,IZIN,9:45
2310243,SI1201,2023-09-22,4,hadir,9:45
2310243,SI1201,2023-09-29,5,IZIN,8:00
2310243,SI1201,2023-10-06,6,izin,7:15
2310243,SI1201,2023-10-13,7,IZIN,9:45
2310243,SI1201,2023-10-20,8,IZIN,9:30
2310243,SI1201,2023-10-27,9,HADIR,9:15
2310243,SI1201,2023-11-03,10,alpa,
2310243,SI1201,10/11/2023,11,SAKIT,8:30
2310243,SI1201,2023-11-17,12,IZIN,9:45
2310243,SI1201,2023-11-24,13,hadir,7:45
2310243,SI1201,01/12/2023,14,H,7:15
2310244,SD1102,2023-09-01,1,alpa,
2310244,SD1102,2023-09-08,2,HADIR,7:15
2310244,SD1102,15/09/2023,3,hadir,9:00
2310244,SD1102,2023-09-22,4,izin,8:30
2310244,SD1102,2023-09-29,5,-,
2310244,SD1102,2023-10-06,6,alpa,
2310244,SD1102,2023-10-13,7,SAKIT,7:30
2310244,SD1102,2023-10-20,8,-,
2310244,SD1102,2023-10-27,9,HADIR,9:30
2310244,SD1102,2023-11-03,10,sakit,9:45
2310244,SD1102,2023-11-10,11,H,9:45
2310244,SD1102,2023-11-17,12,H,8:30
2310244,SD1102,2023-11-24,13,SAKIT,8:30
2310244,SD1102,2023-12-01,14,hadir,9:45
2310244,SD2201,2023-09-01,1,SAKIT,8:15
2310244,SD2201,2023-09-08,2,sakit,8:45
2310244,SD2201,2023-09-15,3,SAKIT,9:45
2310244,SD2201,2023-09-22,4,alpa,
2310244,SD2201,2023-09-29,5,alpa,
2310244,SD2201,2023-10-06,6,H,7:00
2310244,SD2201,2023-10-13,7,sakit,7:45
2310244,SD2201,2023-10-20,8,HADIR,9:45
2310244,SD2201,2023-10-27,9,-,
2310244,SD2201,2023-11-03,10,alpa,
2310244,SD2201,2023-11-10,11,ALPA,
2310244,SD2201,2023-11-17,12,hadir,8:30
2310244,SD2201,2023-11-24,13,-,
2310244,SD2201,2023-12-01,14,IZIN,7:45
2310244,SI1101,2023-09-01,1,izin,9:30
2310244,SI1101,2023-09-08,2,IZIN,7:15
2310244,SI1101,2023-09-15,,hadir,8:45
2310244,SI1101,2023-09-22,4,alpa,
2310244,SI1101,2023-09-29,5,H,8:30
2310244,SI1101,2023-10-06,6,alpa,
2310244,SI1101,2023-10-13,7,alpa,
2310244,SI1101,2023-10-20,8,ALPA,
2310244,SI1101,2023-10-27,9,H,9:45
2310244,SI1101,2023-11-03,10,SAKIT,8:15
2310244,SI1101,2023-11-10,11,ALPA,
2310244,SI1101,2023-11-17,12,-,
2310244,SI1101,2023-11-24,13,IZIN,9:15
2310244,SI1101,2023-12-01,14,-,
2310245,IF1101,2023-09-01,1,SAKIT,7:00
2310245,IF1101,2023-09-08,2,SAKIT,7:15
2310245,IF1101,2023-09-15,3,IZIN,7:15
2310245,IF1101,2023-09-22,4,SAKIT,8:00
2310245,IF1101,29/09/2023,5,ALPA,
2310245,IF1101,2023-10-06,6,sakit,8:30
2310245,IF1101,2023-10-13,7,H,8:45
2310245,IF1101,2023-10-20,8,HADIR,9:15
2310245,IF1101,2023-10-27,9,ALPA,
2310245,IF1101,2023-11-03,10,sakit,9:15
2310245,IF1101,2023-11-10,11,SAKIT,8:15
2310245,IF1101,2023-11-17,12,-,
2310245,IF1101,2023-11-24,13,alpa,
2310245,IF1101,2023-12-01,14,sakit,7:30
2310245,SD1201,2023-09-01,1,ALPA,
2310245,SD1201,2023-09-08,2,hadir,8:15
2310245,SD1201,2023-09-15,3,-,
2310245,SD1201,2023-09-22,4,alpa,
2310245,SD1201,2023-09-29,5,izin,8:45
2310245,SD1201,2023-10-06,6,sakit,9:45
2310245,SD1201,2023-10-13,7,-,
2310245,SD1201,2023-10-20,8,alpa,
2310245,SD1201,2023-10-27,9,alpa,
2310245,SD1201,2023-11-03,10,HADIR,9:15
2310245,SD1201,2023-11-10,11,SAKIT,7:30
2310245,SD1201,2023-11-17,12,izin,8:15
2310245,SD1201,2023-11-24,13,sakit,8:45
2310245,SD1201,2023-12-01,14,hadir,8:30
2310245,SD2401,2023-09-01,1,hadir,7:00
2310245,SD2401,2023-09-08,2,alpa,
2310245,SD2401,2023-09-15,3,HADIR,8:15
2310245,SD2401,2023-09-22,4,IZIN,9:30
2310245,SD2401,2023-09-29,5,HADIR,9:45
2310245,SD2401,2023-10-06,6,sakit,9:00
2310245,SD2401,2023-10-13,7,alpa,
2310245,SD2401,2023-10-20,8,ALPA,
2310245,SD2401,2023-10-27,9,hadir,8:00
2310245,SD2401,2023-11-03,10,SAKIT,7:45
2310245,SD2401,2023-11-10,11,sakit,7:00
2310245,SD2401,2023-11-17,12,hadir,9:45
2310245,SD2401,24/11/2023,13,ALPA,
2310245,SD2401,2023-12-01,14,alpa,
2310246,SD1202,2023-09-01,1,H,9:00
2310246,SD1202,2023-09-08,2,hadir,7:45
2310246,SD1202,2023-09-15,3,SAKIT,9:45
2310246,SD1202,2023-09-22,4,HADIR,7:45
2310246,SD1202,2023-09-29,5,SAKIT,7:15
2310246,SD1202,2023-10-06,6,H,9:15
2310246,SD1202,2023-10-13,7,sakit,9:45
2310246,SD1202,2023-10-20,8,alpa,
2310246,SD1202,2023-10-27,9,H,7:30
2310246,SD1202,2023-11-03,10,izin,7:00
2310246,SD1202,2023-11-10,11,SAKIT,9:00
2310246,SD1202,2023-11-17,12,H,9:15
2310246,SD1202,2023-11-24,13,SAKIT,9:00
2310246,SD1202,2023-12-01,14,IZIN,9:00
2310246,IF1201,2023-09-01,1,izin,9:00
2310246,IF1201,2023-09-08,2,SAKIT,7:00
2310246,IF1201,2023-09-15,3,sakit,7:15
2310246,IF1201,2023-09-22,4,IZIN,9:00
2310246,IF1201,2023-09-29,5,H,7:45
2310246,IF1201,2023-10-06,6,sakit,9:45
2310246,IF1201,2023-10-13,7,hadir,9:30
2310246,IF1201,2023-10-20,8,hadir,8:15
2310246,IF1201,2023-10-27,9,H,8:00
2310246,IF1201,2023-11-03,10,H,9:30
2310246,IF1201,2023-11-10,11,hadir,9:45
2310246,IF1201,2023-11-17,12,H,8:45
2310246,IF1201,2023-11-24,13,SAKIT,7:45
2310246,IF1201,2023-12-01,14,IZIN,9:45
2310246,SD1201,2023-09-01,1,hadir,8:45
2310246,SD1201,2023-09-08,2,IZIN,9:30
2310246,SD1201,2023-09-15,3,HADIR,7:30
2310246,SD1201,2023-09-22,4,SAKIT,9:30
2310246,SD1201,29/09/2023,5,alpa,
2310246,SD1201,2023-10-06,6,H,7:45
2310246,SD1201,2023-10-13,7,hadir,7:15
2310246,SD1201,2023-10-20,8,alpa,
2310246,SD1201,2023-10-27,9,IZIN,8:15
2310246,SD1201,2023-11-03,10,sakit,9:15
2310246,SD1201,2023-11-10,11,HADIR,8:15
2310246,SD1201,2023-11-17,12,hadir,8:45
2310246,SD1201,2023-11-24,13,alpa,
2310246,SD1201,2023-12-01,14,sakit,8:15
2310247,SD2101,2023-09-01,1,sakit,8:30
2310247,SD2101,2023-09-08,2,H,8:30
2310247,SD2101,2023-09-15,3,IZIN,8:15
2310247,SD2101,2023-09-22,4,hadir,7:30
2310247,SD2101,2023-09-29,5,ALPA,
2310247,SD2101,2023-10-06,6,H,8:00
2310247,SD2101,2023-10-13,7,hadir,7:00
2310247,SD2101,2023-10-20,8,H,8:15
2310247,SD2101,2023-10-27,9,SAKIT,9:45
2310247,SD2101,2023-11-03,10,H,7:00
2310247,SD2101,2023-11-10,11,ALPA,
2310247,SD2101,2023-11-17,12,SAKIT,7:45
2310247,SD2101,2023-11-24,13,-,
2310247,SD2101,2023-12-01,14,IZIN,8:00
2310247,SI1101,2023-09-01,1,izin,9:45
2310247,SI1101,2023-09-08,2,IZIN,9:45
2310247,SI1101,2023-09-15,3,-,
2310247,SI1101,2023-09-22,4,alpa,
2310247,SI1101,2023-09-29,5,sakit,7:30
2310247,SI1101,2023-10-06,6,ALPA,
2310247,SI1101,2023-10-13,7,alpa,
2310247,SI1101,2023-10-20,8,alpa,
2310247,SI1101,2023-10-27,9,-,
2310247,SI1101,2023-11-03,10,izin,7:30
2310247,SI1101,2023-11-10,11,alpa,
2310247,SI1101,2023-11-17,,H,9:00
2310247,SI1101,2023-11-24,13,H,7:30
2310247,SI1101,2023-12-01,14,hadir,7:00
2310247,SD1102,2023-09-01,1,HADIR,8:00
2310247,SD1102,2023-09-08,2,H,7:00
2310247,SD1102,2023-09-15,3,hadir,8:30
2310247,SD1102,2023-09-22,4,H,7:45
2310247,SD1102,2023-09-29,5,hadir,9:45
2310247,SD1102,2023-10-06,6,izin,7:00
2310247,SD1102,13/10/2023,7,izin,7:30
2310247,SD1102,2023-10-20,8,H,7:45
2310247,SD1102,2023-10-27,9,H,9:15
2310247,SD1102,2023-11-03,10,-,
2310247,SD1102,2023-11-10,11,ALPA,
2310247,SD1102,2023-11-17,12,izin,9:00
2310247,SD1102,2023-11-24,13,ALPA,
2310247,SD1102,2023-12-01,14,H,7:00
2310248,SD2201,2023-09-01,1,SAKIT,8:00
2310248,SD2201,2023-09-08,,hadir,9:30
2310248,SD2201,2023-09-15,3,SAKIT,9:00
2310248,SD2201,2023-09-22,4,-,
2310248,SD2201,2023-09-29,5,alpa,
2310248,SD2201,2023-10-06,6,ALPA,
2310248,SD2201,2023-10-13,7,alpa,
2310248,SD2201,2023-10-20,8,SAKIT,8:00
2310248,SD2201,2023-10-27,9,HADIR,8:15
2310248,SD2201,03/11/2023,10,H,7:15
2310248,SD2201,2023-11-10,11,IZIN,8:15
2310248,SD2201,2023-11-17,12,alpa,
2310248,SD2201,2023-11-24,13,alpa,
2310248,SD2201,2023-12-01,,HADIR,9:15
2310248,IF1201,2023-09-01,1,SAKIT,7:15
2310248,IF1201,2023-09-08,2,HADIR,8:45
2310248,IF1201,15/09/2023,3,SAKIT,9:00
2310248,IF1201,2023-09-22,4,IZIN,8:00
2310248,IF1201,2023-09-29,5,sakit,8:30
2310248,IF1201,2023-10-06,6,hadir,9:00
2310248,IF1201,2023-10-13,7,alpa,
2310248,IF1201,2023-10-20,8,sakit,9:15
2310248,IF1201,2023-10-27,9,hadir,7:30
2310248,IF1201,2023-11-03,10,H,9:30
2310248,IF1201,2023-11-10,11,IZIN,7:30
2310248,IF1201,2023-11-17,,-,
2310248,IF1201,2023-11-24,13,IZIN,7:45
2310248,IF1201,2023-12-01,14,izin,8:00
2310248,SD1101,2023-09-01,1,IZIN,8:00
2310248,SD1101,2023-09-08,2,HADIR,8:00
2310248,SD1101,2023-09-15,3,izin,7:15
2310248,SD1101,2023-09-22,4,hadir,9:00
2310248,SD1101,2023-09-29,5,sakit,9:15
2310248,SD1101,2023-10-06,6,izin,9:30
2310248,SD1101,2023-10-13,7,izin,9:45
2310248,SD1101,2023-10-20,8,alpa,
2310248,SD1101,2023-10-27,9,IZIN,8:00
2310248,SD1101,2023-11-03,10,HADIR,7:15
2310248,SD1101,2023-11-10,11,IZIN,9:00
2310248,SD1101,2023-11-17,12,izin,7:15
2310248,SD1101,2023-11-24,13,-,
2310248,SD1101,2023-12-01,14,ALPA,
2310249,SD2301,2023-09-01,1,SAKIT,9:30
2310249,SD2301,2023-09-08,2,HADIR,8:30
2310249,SD2301,2023-09-15,3,IZIN,7:45
2310249,SD2301,2023-09-22,4,HADIR,8:45
2310249,SD2301,2023-09-29,5,H,9:15
2310249,SD2301,2023-10-06,6,H,9:45
2310249,SD2301,2023-10-13,7,alpa,
2310249,SD2301,2023-10-20,8,sakit,8:00
2310249,SD2301,2023-10-27,9,IZIN,7:30
2310249,SD2301,2023-11-03,10,izin,7:45
2310249,SD2301,2023-11-10,11,SAKIT,9:45
2310249,SD2301,2023-11-17,12,hadir,9:45
2310249,SD2301,2023-11-24,13,SAKIT,9:00
2310249,SD2301,2023-12-01,,SAKIT,7:30
2310249,SI1101,2023-09-01,1,sakit,7:15
2310249,SI1101,2023-09-08,2,alpa,
2310249,SI1101,2023-09-15,3,H,7:15
2310249,SI1101,2023-09-22,4,hadir,9:45
2310249,SI1101,2023-09-29,5,IZIN,7:45
2310249,SI1101,2023-10-06,6,SAKIT,8:45
2310249,SI1101,2023-10-13,7,IZIN,7:15
2310249,SI1101,2023-10-20,8,izin,8:30
2310249,SI1101,2023-10-27,9,ALPA,
2310249,SI1101,2023-11-03,10,sakit,7:30
2310249,SI1101,2023-11-10,11,sakit,9:00
2310249,SI1101,2023-11-17,12,-,
2310249,SI1101,2023-11-24,13,hadir,8:45
2310249,SI1101,2023-12-01,14,sakit,9:30
2310249,IF1201,2023-09-01,1,izin,9:00
2310249,IF1201,2023-09-08,2,H,7:15
2310249,IF1201,2023-09-15,3,ALPA,
2310249,IF1201,2023-09-22,4,IZIN,7:00
2310249,IF1201,2023-09-29,5,hadir,9:00
2310249,IF1201,2023-10-06,6,alpa,
2310249,IF1201,2023-10-13,7,izin,8:30
2310249,IF1201,2023-10-20,8,izin,9:30
2310249,IF1201,2023-10-27,9,ALPA,
2310249,IF1201,2023-11-03,10,hadir,9:00
2310249,IF1201,2023-11-10,11,IZIN,8:15
2310249,IF1201,2023-11-17,12,ALPA,
2310249,IF1201,2023-11-24,13,SAKIT,8:30
2310249,IF1201,2023-12-01,14,-,
2310250,SI1101,2023-09-01,1,sakit,9:15
2310250,SI1101,2023-09-08,2,SAKIT,8:00
2310250,SI1101,2023-09-15,3,alpa,
2310250,SI1101,2023-09-22,4,IZIN,9:45
2310250,SI1101,2023-09-29,5,alpa,
2310250,SI1101,2023-10-06,6,-,
2310250,SI1101,2023-10-13,7,HADIR,7:15
2310250,SI1101,2023-10-20,8,HADIR,8:00
2310250,SI1101,2023-10-27,9,IZIN,7:15
2310250,SI1101,2023-11-03,10,izin,8:00
2310250,SI1101,2023-11-10,11,SAKIT,9:00
2310250,SI1101,2023-11-17,12,izin,9:15
2310250,SI1101,2023-11-24,13,ALPA,
2310250,SI1101,2023-12-01,14,H,9:15
2310250,SD2201,2023-09-01,1,ALPA,
2310250,SD2201,2023-09-08,2,sakit,9:00
2310250,SD2201,2023-09-15,3,hadir,8:15
2310250,SD2201,2023-09-22,4,ALPA,
2310250,SD2201,2023-09-29,5,ALPA,
2310250,SD2201,2023-10-06,6,sakit,8:30
2310250,SD2201,2023-10-13,7,izin,8:30
2310250,SD2201,2023-10-20,8,sakit,7:45
2310250,SD2201,2023-10-27,9,H,7:45
2310250,SD2201,2023-11-03,10,HADIR,7:30
2310250,SD2201,2023-11-10,11,-,
2310250,SD2201,2023-11-17,12,HADIR,9:15
2310250,SD2201,2023-11-24,13,H,9:15
2310250,SD2201,2023-12-01,14,izin,9:45
2310250,SD2301,2023-09-01,1,sakit,9:30
2310250,SD2301,2023-09-08,2,ALPA,
2310250,SD2301,2023-09-15,3,sakit,9:00
2310250,SD2301,2023-09-22,4,IZIN,9:30
2310250,SD2301,2023-09-29,5,alpa,
