transaction_id,outlet_id,customer_id,tanggal_waktu,status,total_bayar
TRX-A250523-7726,OUT-A,CUST-00049,2025-05-23T14:41:00Z,PAID,74000
TRX-A250523-1264,OUT-A,CUST-00547,2025-05-23 07:46:00,PAID,14000
TRX-A250523-2632,OUT-A,CUST-00642,2025-05-23 08:39:00,PAID,71000
TRX-A250523-9463,OUT-A,CUST-00433,2025-05-23 16:46:00,PAID,51000
TRX-A250523-3198,OUT-A,CUST-00546,2025-05-23 07:21:00,PAID,105000
TRX-A250523-5455,OUT-A,CUST-00584,2025-05-23 19:52:00,PAID,61000
TRX-A250523-5188,OUT-A,CUST-00326,2025-05-23 10:31:00,PAID,85000
TRX-A250523-7602,OUT-A,CUST-00387,2025-05-23 11:32:00,PAID,59000
TRX-A250523-5306,OUT-A,CUST-00468,2025-05-23T08:50:00Z,PAID,70000
TRX-A250523-9036,OUT-A,CUST-00025,2025-05-23 14:53:00,PAID,79000
TRX-A250523-1130,OUT-A,,2025-05-23T01:25:00Z,PAID,60000
TRX-A250524-1664,OUT-A,CUST-00656,2025-05-24 15:00:00,PAID,114000
TRX-A250524-9973,OUT-A,,2025-05-24T03:43:00Z,PAID,43000
TRX-A250524-4467,OUT-A,CUST-00702,2025-05-24 18:18:00,PAID,108000
TRX-A250524-6236,OUT-A,,2025-05-24T14:56:00Z,PAID,14000
TRX-A250524-1582,OUT-A,,2025-05-24 10:44:00,PAID,74000
TRX-A250524-2896,OUT-A,CUST-00435,2025-05-24T06:46:00Z,PAID,77000
TRX-A250524-4552,OUT-A,,2025-05-24 16:41:00,PAID,167000
TRX-A250524-5125,OUT-A,,2025-05-24 13:31:00,PAID,160000
TRX-A250524-4724,OUT-A,,2025-05-24 11:38:00,PAID,35000
TRX-A250524-4817,OUT-A,CUST-00375,2025-05-24 16:49:00,PAID,40000
TRX-A250524-2119,OUT-A,CUST-00687,2025-05-24 17:50:00,PAID,83000
TRX-A250524-5574,OUT-A,CUST-00073,2025-05-24 09:15:00,PAID,51000
TRX-A250524-9214,OUT-A,CUST-00081,2025-05-24 13:09:00,PAID,42000
TRX-A250524-1590,OUT-A,CUST-00171,2025-05-24 18:49:00,PAID,72000
TRX-A250524-8028,OUT-A,CUST-00443,2025-05-24 17:47:00,PAID,67000
TRX-A250524-2425,OUT-A,CUST-00307,2025-05-24 19:14:00,PAID,52000
TRX-A250525-7571,OUT-A,,2025-05-25 17:22:00,PAID,92000
TRX-A250525-2477,OUT-A,,2025-05-25 12:42:00,PAID,68000
TRX-A250525-6139,OUT-A,CUST-00269,2025-05-25 07:49:00,PAID,26000
TRX-A250525-9969,OUT-A,CUST-00791,2025-05-25 08:43:00,PAID,76000
TRX-A250525-6711,OUT-A,CUST-00087,2025-05-25 18:01:00,PAID,124000
TRX-A250525-9516,OUT-A,,2025-05-25 18:06:00,PAID,-14000
TRX-A250525-1723,OUT-A,CUST-00504,2025-05-25 17:40:00,PAID,37000
TRX-A250525-3706,OUT-A,,2025-05-25T03:39:00Z,PAID,44000
TRX-A250525-7605,OUT-A,CUST-00292,2025-05-25 11:07:00,PAID,40000
TRX-A250525-7675,OUT-A,CUST-00135,2025-05-25 15:41:00,PAID,105000
TRX-A250525-7975,OUT-A,CUST-00616,2025-05-25 14:06:00,PAID,154000
TRX-A250525-1644,OUT-A,CUST-00646,2025-05-25 20:59:00,PAID,30000
TRX-A250525-9275,OUT-A,CUST-00457,2025-05-25 18:11:00,PAID,74000
TRX-A250525-6384,OUT-A,,2025-05-25 18:58:00,PAID,53000
TRX-A250525-7210,OUT-A,CUST-00362,2025-05-25T01:24:00Z,PAID,41000
TRX-A250525-6563,OUT-A,CUST-00305,2025-05-25 12:24:00,PAID,199000
TRX-A250525-7500,OUT-A,,2025-05-25 11:49:00,PAID,57000
TRX-A250525-3085,OUT-A,CUST-00620,2025-05-25 07:32:00,paid,89000
TRX-A250525-8676,OUT-A,CUST-00244,2025-05-25 11:08:00,PAID,113000
TRX-A250525-1328,OUT-A,CUST-00629,2025-05-25 09:20:00,PAID,158000
TRX-A250526-9556,OUT-A,CUST-00565,2025-05-26 17:20:00,PAID,191000
TRX-A250526-7248,OUT-A,CUST-00745,2025-05-26 15:55:00,PAID,64000
TRX-A250526-8020,OUT-A,CUST-00590,2025-05-26 08:31:00,PAID,55000
TRX-A250526-3610,OUT-A,,2025-05-26 12:36:00,PAID,31000
TRX-A250526-6385,OUT-A,CUST-00643,2025-05-26 10:20:00,PAID,105000
TRX-A250526-2672,OUT-A,CUST-00240,2025-05-26T01:11:00Z,PAID,134000
TRX-A250526-3584,OUT-A,CUST-00800,2025-05-26 13:53:00,PAID,153000
TRX-A250526-5170,OUT-A,CUST-00183,2025-05-26 15:02:00,PAID,84000
TRX-A250526-9579,OUT-A,,2025-05-26 10:38:00,PAID,27000
TRX-A250526-3634,OUT-A,,2025-05-26 10:08:00,PAID,94000
TRX-A250526-6931,OUT-A,,2025-05-26 16:52:00,PAID,68000
TRX-A250526-9634,OUT-A,,2025-05-26T10:10:00Z,PAID,46000
TRX-A250526-9735,OUT-A,,2025-05-26 13:09:00,PAID,56000
TRX-A250526-2589,OUT-A,,2025-05-26 12:08:00,PAID,34000
TRX-A250526-4733,OUT-A,,2025-05-26 13:11:00,PAID,118000
TRX-A250526-4473,OUT-A,CUST-00772,2025-05-26 12:25:00,PAID,73000
TRX-A250526-4256,OUT-A,,2025-05-26 15:37:00,PAID,69000
TRX-A250526-4517,OUT-A,CUST-00161,2025-05-26 19:17:00,PAID,36000
TRX-A250526-8504,OUT-A,CUST-00798,2025-05-26 21:06:00,VOID,33000
TRX-A250527-1451,OUT-A,CUST-00592,2025-05-27 17:40:00,PAID,65000
TRX-A250527-6458,OUT-A,,2025-05-27T09:30:00Z,PAID,125000
TRX-A250527-6453,OUT-A,CUST-00511,2025-05-27 07:33:00,PAID,46000
TRX-A250527-4750,OUT-A,,2025-05-27 11:08:00,PAID,55000
TRX-A250527-9173,OUT-A,,2025-05-27 13:56:00,PAID,90000
TRX-A250527-9039,OUT-A,,2025-05-27 12:16:00,PAID,70000
TRX-A250527-5332,OUT-A,CUST-00707,2025-05-27 18:47:00,PAID,41000
TRX-A250527-6065,OUT-A,CUST-00271,2025-05-27 12:40:00,PAID,119000
TRX-A250527-8272,OUT-A,,2025-05-27 21:20:00,PAID,67000
TRX-A250527-8557,OUT-A,CUST-00776,2025-05-27 20:20:00,PAID,50000
TRX-A250527-9137,OUT-A,CUST-00045,2025-05-27 17:12:00,PAID,61000
TRX-A250527-6147,OUT-A,CUST-00701,2025-05-27 13:37:00,PAID,75000
TRX-A250527-9373,OUT-A,CUST-00008,2025-05-27 18:11:00,PAID,53000
TRX-A250528-1024,OUT-A,CUST-00481,2025-05-28 08:12:00,PAID,118000
TRX-A250528-2089,OUT-A,CUST-00156,2025-05-28T06:17:00Z,PAID,107000
TRX-A250528-8449,OUT-A,CUST-00703,2025-05-28 11:41:00,PAID,155000
TRX-A250528-8071,OUT-A,CUST-00735,2025-05-28 07:33:00,PAID,34000
TRX-A250528-6033,OUT-A,,2025-05-28T01:04:00Z,PAID,104000
TRX-A250528-9871,OUT-A,CUST-00332,2025-05-28 17:17:00,VOID,113000
TRX-A250528-1456,OUT-A,,2025-05-28 17:00:00,PAID,41000
TRX-A250528-9904,OUT-A,,2025-05-28 17:02:00,PAID,42000
TRX-A250528-5196,OUT-A,CUST-00473,2025-05-28 18:15:00,PAID,126000
TRX-A250528-9457,OUT-A,,2025-05-28 12:18:00,PAID,81000
TRX-A250528-7603,OUT-A,CUST-00793,2025-05-28 14:15:00,PAID,49000
TRX-A250528-5049,OUT-A,,2025-05-28 20:24:00,PAID,72000
TRX-A250528-3943,OUT-A,,2025-05-28 20:14:00,PAID,52000
TRX-A250528-8025,OUT-A,CUST-00002,2025-05-28 13:10:00,PAID,79000
TRX-A250528-3380,OUT-A,CUST-00046,2025-05-28 09:54:00,PAID,54000
TRX-A250528-7451,OUT-A,CUST-00290,2025-05-28T01:32:00Z,PAID,199000
TRX-A250528-7904,OUT-A,CUST-00676,2025-05-28 11:39:00,PAID,128000
TRX-A250528-1383,OUT-A,CUST-00413,2025-05-28 10:42:00,PAID,116000
TRX-A250528-8696,OUT-A,CUST-00276,2025-05-28 08:02:00,PAID,130000
TRX-A250528-9469,OUT-A,CUST-00084,2025-05-28 09:56:00,PAID,114000
TRX-A250529-3065,OUT-A,CUST-00195,2025-05-29T13:48:00Z,PAID,47000
TRX-A250529-9770,OUT-A,,2025-05-29 15:03:00,PAID,82000
TRX-A250529-3881,OUT-A,CUST-00399,2025-05-29 20:15:00,PAID,48000
TRX-A250529-7654,OUT-A,CUST-00786,2025-05-29 14:17:00,PAID,32000
TRX-A250529-9364,OUT-A,,2025-05-29 12:59:00,PAID,56000
TRX-A250529-9608,OUT-A,CUST-00306,2025-05-29 11:03:00,PAID,38000
TRX-A250529-2391,OUT-A,,2025-05-29 18:52:00,PAID,141000
TRX-A250529-4972,OUT-A,CUST-00415,2025-05-29 20:30:00,PAID,74000
TRX-A250529-3126,OUT-A,,2025-05-29 10:07:00,PAID,109000
TRX-A250530-1140,OUT-A,CUST-00195,2025-05-30 12:10:00,PAID,94000
TRX-A250530-5768,OUT-A,CUST-00063,2025-05-30 14:17:00,PAID,91000
TRX-A250530-8068,OUT-A,CUST-00370,2025-05-30 09:40:00,PAID,113000
TRX-A250530-3706,OUT-A,CUST-00561,2025-05-30 10:13:00,PAID,87000
TRX-A250530-6350,OUT-A,CUST-00374,2025-05-30 20:24:00,PAID,36000
TRX-A250530-4025,OUT-A,CUST-00275,2025-05-30 10:34:00,PAID,75000
TRX-A250530-5271,OUT-A,,2025-05-30 18:22:00,PAID,128000
TRX-A250530-6904,OUT-A,CUST-00105,2025-05-30 13:26:00,PAID,88000
TRX-A250530-6796,OUT-A,CUST-00544,2025-05-30 12:25:00,PAID,51000
TRX-A250530-7600,OUT-A,CUST-00461,2025-05-30T04:31:00Z,PAID,108000
TRX-A250530-9379,OUT-A,,2025-05-30 10:55:00,Paid,84000
TRX-A250531-6418,OUT-A,CUST-00247,2025-05-31 11:55:00,PAID,76000
TRX-A250531-6710,OUT-A,,2025-05-31 13:11:00,PAID,46000
TRX-A250531-8402,OUT-A,CUST-00656,2025-05-31 16:17:00,PAID,77000
TRX-A250531-7296,OUT-A,CUST-00783,2025-05-31 21:31:00,PAID,33000
TRX-A250531-3115,OUT-A,CUST-00005,2025-05-31 15:40:00,PAID,160000
TRX-A250531-7855,OUT-A,,2025-05-31 12:18:00,PAID,54000
TRX-A250531-2957,OUT-A,CUST-00364,2025-05-31 10:58:00,PAID,42000
TRX-A250531-7693,OUT-A,CUST-00089,2025-05-31 17:52:00,PAID,40000
TRX-A250531-7818,OUT-A,,2025-05-31 13:40:00,PAID,112000
TRX-A250531-4678,OUT-A,,2025-05-31 12:03:00,PAID,138000
TRX-A250531-5794,OUT-A,,2025-05-31 17:53:00,PAID,121000
TRX-A250531-1930,OUT-A,,2025-05-31 17:20:00,PAID,51000
TRX-A250531-6417,OUT-A,CUST-00612,2025-05-31T12:10:00Z,PAID,67000
TRX-A250531-6597,OUT-A,CUST-00290,2025-05-31T04:11:00Z,PAID,98000
TRX-A250531-1709,OUT-A,CUST-00182,2025-05-31 20:51:00,VOID,128000
TRX-A250531-8849,OUT-A,CUST-00132,2025-05-31 10:32:00,paid,60000
TRX-A250531-4596,OUT-A,,2025-05-31 16:00:00,PAID,147000
TRX-A250531-5974,OUT-A,,2025-05-31 10:47:00,PAID,105000
TRX-A250531-5868,OUT-A,CUST-00010,2025-05-31 13:31:00,PAID,50000
TRX-A250531-9173,OUT-A,,2025-05-31 14:35:00,PAID,36000
TRX-A250601-1338,OUT-A,,2025-06-01 16:41:00,PAID,33000
TRX-A250601-4252,OUT-A,,2025-06-01 11:09:00,PAID,47000
TRX-A250601-6882,OUT-A,CUST-00538,2025-06-01 13:18:00,PAID,30000
TRX-A250601-7191,OUT-A,CUST-00125,2025-06-01 16:25:00,PAID,106000
TRX-A250601-3930,OUT-A,CUST-00390,2025-06-01 12:03:00,PAID,93000
TRX-A250601-3198,OUT-A,CUST-00567,2025-06-01 11:44:00,PAID,104000
TRX-A250601-1331,OUT-A,CUST-00193,2025-06-01 14:37:00,PAID,63000
TRX-A250601-6505,OUT-A,,2025-06-01 10:14:00,PAID,48000
TRX-A250601-7709,OUT-A,CUST-00359,2025-06-01 19:38:00,PAID,68000
TRX-A250601-4726,OUT-A,CUST-00459,2025-06-01 19:20:00,PAID,96000
TRX-A250602-2152,OUT-A,,2025-06-02 14:38:00,PAID,83000
TRX-A250602-5751,OUT-A,CUST-00614,2025-06-02 11:09:00,PAID,83000
TRX-A250602-8114,OUT-A,CUST-00415,2025-06-02 10:34:00,PAID,65000
TRX-A250602-5323,OUT-A,CUST-00455,2025-06-02 08:41:00,PAID,96000
TRX-A250602-7646,OUT-A,,2025-06-02T03:57:00Z,REFUND,70000
TRX-A250602-5620,OUT-A,CUST-00268,2025-06-02T13:59:00Z,PAID,57000
TRX-A250602-3195,OUT-A,CUST-00024,2025-06-02 17:41:00,PAID,78000
TRX-A250602-3285,OUT-A,CUST-00618,2025-06-02 13:14:00,PAID,111000
TRX-A250602-8081,OUT-A,CUST-00051,2025-06-02 20:55:00,PAID,71000
TRX-A250602-7262,OUT-A,,2025-06-02T01:13:00Z,PAID,5000
TRX-A250602-5377,OUT-A,CUST-00337,2025-06-02 20:11:00,PAID,61000
TRX-A250602-1091,OUT-A,,2025-06-02 14:56:00,PAID,50000
TRX-A250602-2240,OUT-A,CUST-00662,2025-06-02T12:12:00Z,VOID,179000
TRX-A250602-6597,OUT-A,CUST-00759,2025-06-02 16:51:00,PAID,104000
TRX-A250602-1354,OUT-A,CUST-00194,2025-06-02 17:19:00,VOID,92000
TRX-A250602-8392,OUT-A,CUST-00577,2025-06-02 20:31:00,PAID,4000
TRX-A250603-9290,OUT-A,,2025-06-03 14:58:00,PAID,67000
TRX-A250603-7088,OUT-A,CUST-00326,2025-06-03 17:44:00,PAID,65000
TRX-A250603-5729,OUT-A,CUST-00728,2025-06-03 07:26:00,PAID,65000
TRX-A250603-7305,OUT-A,,2025-06-03T08:00:00Z,PAID,155000
TRX-A250603-9398,OUT-A,CUST-00581,2025-06-03 19:38:00,PAID,198000
TRX-A250603-7056,OUT-A,CUST-00372,2025-06-03 14:35:00,PAID,124000
TRX-A250603-1439,OUT-A,CUST-00580,2025-06-03 10:06:00,PAID,45000
TRX-A250603-5194,OUT-A,CUST-00393,2025-06-03 13:47:00,PAID,94000
TRX-A250603-9777,OUT-A,CUST-00410,2025-06-03 18:16:00,PAID,83000
TRX-A250603-8762,OUT-A,CUST-00779,2025-06-03 13:10:00,PAID,92000
TRX-A250603-6078,OUT-A,,2025-06-03 10:43:00,PAID,75000
TRX-A250603-3796,OUT-A,,2025-06-03T10:08:00Z,PAID,60000
TRX-A250603-3670,OUT-A,CUST-00056,2025-06-03 21:51:00,PAID,45000
TRX-A250604-5142,OUT-A,CUST-00774,2025-06-04 10:41:00,PAID,45000
TRX-A250604-7961,OUT-A,,2025-06-04T08:54:00Z,PAID,52000
TRX-A250604-8667,OUT-A,,2025-06-04 21:47:00,PAID,90000
TRX-A250604-5662,OUT-A,CUST-00435,2025-06-04T09:53:00Z,PAID,74000
TRX-A250604-1552,OUT-A,CUST-00437,2025-06-04 08:50:00,PAID,96000
TRX-A250604-9155,OUT-A,,2025-06-04 16:55:00,PAID,104000
TRX-A250604-2556,OUT-A,CUST-00316,2025-06-04 10:23:00,PAID,47000
TRX-A250604-2430,OUT-A,,2025-06-04 07:41:00,PAID,102000
TRX-A250604-4445,OUT-A,,2025-06-04 15:51:00,PAID,45000
TRX-A250604-7043,OUT-A,,2025-06-04 16:36:00,PAID,106000
TRX-A250604-9975,OUT-A,CUST-00175,2025-06-04 16:29:00,PAID,32000
TRX-A250604-6640,OUT-A,,2025-06-04 20:28:00,PAID,27000
TRX-A250604-5834,OUT-A,CUST-00374,2025-06-04 15:37:00,PAID,42000
TRX-A250604-7095,OUT-A,,2025-06-04 07:14:00,PAID,31000
TRX-A250604-9822,OUT-A,,2025-06-04 16:05:00,PAID,69000
TRX-A250604-4560,OUT-A,,2025-06-04 09:20:00,PAID,77000
TRX-A250604-9645,OUT-A,,2025-06-04T03:54:00Z,PAID,41000
TRX-A250604-1437,OUT-A,CUST-00685,2025-06-04 16:01:00,PAID,121000
TRX-A250605-7424,OUT-A,CUST-00288,2025-06-05 21:02:00,PAID,72000
TRX-A250605-1607,OUT-A,CUST-00745,2025-06-05 21:17:00,PAID,77000
TRX-A250605-2081,OUT-A,CUST-00092,2025-06-05 12:10:00,Paid,48000
TRX-A250605-7113,OUT-A,CUST-00006,2025-06-05 10:32:00,PAID,84000
TRX-A250605-1043,OUT-A,CUST-00419,2025-06-05 10:54:00,REFUND,32000
TRX-A250605-5769,OUT-A,,2025-06-05T00:02:00Z,PAID,121000
TRX-A250605-4387,OUT-A,CUST-00039,2025-06-05 20:01:00,PAID,110000
TRX-A250605-4356,OUT-A,CUST-00407,2025-06-05 16:29:00,PAID,59000
TRX-A250605-7111,OUT-A,CUST-00024,2025-06-05 18:39:00,PAID,52000
TRX-A250605-1623,OUT-A,CUST-00097,2025-06-05 21:21:00,PAID,58000
TRX-A250605-3554,OUT-A,CUST-00391,2025-06-05T00:29:00Z,PAID,56000
TRX-A250606-9038,OUT-A,CUST-00420,2025-06-06 08:56:00,PAID,69000
TRX-A250606-2604,OUT-A,CUST-00196,2025-06-06 11:08:00,PAID,67000
TRX-A250606-3645,OUT-A,CUST-00109,2025-06-06T06:50:00Z,PAID,54000
TRX-A250606-3535,OUT-A,CUST-00404,2025-06-06 17:25:00,PAID,74000
TRX-A250606-4383,OUT-A,CUST-00522,2025-06-06 20:23:00,PAID,42000
TRX-A250606-8645,OUT-A,CUST-00752,2025-06-06 20:37:00,PAID,88000
TRX-A250606-7365,OUT-A,CUST-00079,2025-06-06 20:48:00,PAID,115000
TRX-A250606-2474,OUT-A,,2025-06-06 15:05:00,PAID,27000
TRX-A250606-9232,OUT-A,CUST-00704,2025-06-06 18:59:00,PAID,58000
TRX-A250606-4992,OUT-A,CUST-00689,2025-06-06 10:36:00,PAID,150000
TRX-A250606-1070,OUT-A,CUST-00498,2025-06-06 08:40:00,PAID,128000
TRX-A250606-9776,OUT-A,CUST-00135,2025-06-06 13:22:00,PAID,100000
TRX-A250606-3769,OUT-A,CUST-00501,2025-06-06 14:05:00,PAID,56000
TRX-A250606-6307,OUT-A,,2025-06-06 21:48:00,PAID,66000
TRX-A250607-4377,OUT-A,CUST-00520,2025-06-07 09:01:00,PAID,25000
TRX-A250607-7622,OUT-A,CUST-00148,2025-06-07 10:00:00,paid,102000
TRX-A250607-7228,OUT-A,CUST-00189,2025-06-07 15:10:00,PAID,55000
TRX-A250607-8222,OUT-A,CUST-00702,2025-06-07 12:46:00,PAID,84000
TRX-A250607-6006,OUT-A,CUST-00798,2025-06-07 17:31:00,PAID,165000
TRX-A250607-4936,OUT-A,CUST-00244,2025-06-07 09:15:00,PAID,74000
TRX-A250607-8622,OUT-A,CUST-00059,2025-06-07 09:13:00,PAID,57000
TRX-A250607-2933,OUT-A,,2025-06-07 15:45:00,PAID,49000
TRX-A250607-6335,OUT-A,CUST-00350,2025-06-07T14:44:00Z,PAID,87000
TRX-A250607-5992,OUT-A,,2025-06-07 20:32:00,PAID,52000
TRX-A250607-6619,OUT-A,CUST-00576,2025-06-07T01:27:00Z,PAID,70000
TRX-A250607-4699,OUT-A,CUST-00565,2025-06-07 07:06:00,PAID,79000
TRX-A250607-5477,OUT-A,,2025-06-07T13:47:00Z,PAID,72000
TRX-A250607-3928,OUT-A,,2025-06-07 12:44:00,PAID,100000
TRX-A250607-6579,OUT-A,CUST-00402,2025-06-07T11:59:00Z,PAID,115000
TRX-A250607-7791,OUT-A,,2025-06-07T12:52:00Z,PAID,184000
TRX-A250607-4863,OUT-A,CUST-00395,2025-06-07 09:49:00,PAID,36000
TRX-A250607-3098,OUT-A,,2025-06-07 12:33:00,PAID,45000
TRX-A250607-9700,OUT-A,,2025-06-07T10:22:00Z,PAID,60000
TRX-A250607-7127,OUT-A,CUST-00340,2025-06-07 08:56:00,PAID,160000
TRX-A250607-8304,OUT-A,CUST-00140,2025-06-07 12:12:00,PAID,128000
TRX-A250608-3636,OUT-A,,2025-06-08 13:53:00,PAID,72000
TRX-A250608-9638,OUT-A,,2025-06-08 12:53:00,PAID,77000
TRX-A250608-5728,OUT-A,CUST-00585,2025-06-08T14:58:00Z,PAID,41000
TRX-A250608-2851,OUT-A,,2025-06-08T06:34:00Z,PAID,60000
TRX-A250608-3473,OUT-A,CUST-00700,2025-06-08 18:07:00,PAID,51000
TRX-A250608-6512,OUT-A,,2025-06-08 19:41:00,PAID,76000
TRX-A250608-2792,OUT-A,CUST-00665,2025-06-08 09:38:00,PAID,56000
TRX-A250608-4277,OUT-A,CUST-00129,2025-06-08 09:25:00,PAID,72000
TRX-A250608-3922,OUT-A,CUST-00608,2025-06-08 15:21:00,PAID,59000
TRX-A250608-5431,OUT-A,,2025-06-08 15:27:00,PAID,30000
TRX-A250608-6387,OUT-A,,2025-06-08 17:07:00,paid,69000
TRX-A250608-9381,OUT-A,,2025-06-08 13:07:00,PAID,57000
TRX-A250608-2017,OUT-A,CUST-00007,2025-06-08 19:29:00,PAID,62000
TRX-A250609-9813,OUT-A,CUST-00216,2025-06-09 21:49:00,PAID,89000
TRX-A250609-6878,OUT-A,CUST-00287,2025-06-09 12:05:00,PAID,84000
TRX-A250609-1416,OUT-A,,2025-06-09 21:10:00,PAID,90000
TRX-A250609-3698,OUT-A,CUST-00599,2025-06-09 09:13:00,PAID,64000
TRX-A250609-3784,OUT-A,CUST-00410,2025-06-09T03:13:00Z,PAID,96000
TRX-A250609-3568,OUT-A,CUST-00265,2025-06-09 18:23:00,PAID,70000
TRX-A250609-2676,OUT-A,CUST-00544,2025-06-09 19:01:00,PAID,57000
TRX-A250609-5700,OUT-A,CUST-00381,2025-06-09 19:58:00,PAID,63000
TRX-A250609-6884,OUT-A,CUST-00023,2025-06-09T05:33:00Z,REFUND,60000
TRX-A250609-9610,OUT-A,CUST-00405,2025-06-09 20:46:00,PAID,150000
TRX-A250609-8745,OUT-A,CUST-00095,2025-06-09 16:15:00,PAID,25000
TRX-A250609-3436,OUT-A,CUST-00180,2025-06-09T01:50:00Z,PAID,165000
TRX-A250609-8741,OUT-A,,2025-06-09 19:50:00,PAID,76000
TRX-A250609-7048,OUT-A,CUST-00440,2025-06-09 20:50:00,PAID,96000
TRX-A250609-8732,OUT-A,CUST-00427,2025-06-09 14:49:00,PAID,86000
TRX-A250609-1023,OUT-A,,2025-06-09 15:02:00,PAID,68000
TRX-A250609-8048,OUT-A,CUST-00469,2025-06-09 09:25:00,PAID,72000
TRX-A250609-2807,OUT-A,CUST-00123,2025-06-09 19:28:00,PAID,124000
TRX-A250609-7642,OUT-A,CUST-00283,2025-06-09T04:43:00Z,PAID,122000
TRX-A250609-2889,OUT-A,CUST-00271,2025-06-09 12:28:00,PAID,70000
TRX-A250609-6194,OUT-A,CUST-00175,2025-06-09 13:24:00,PAID,50000
TRX-A250610-1397,OUT-A,CUST-00560,2025-06-10 18:26:00,PAID,108000
TRX-A250610-8376,OUT-A,,2025-06-10 21:23:00,PAID,49000
TRX-A250610-2345,OUT-A,CUST-00195,2025-06-10 16:34:00,PAID,-13000
TRX-A250610-8505,OUT-A,CUST-00701,2025-06-10 19:18:00,PAID,104000
TRX-A250610-5678,OUT-A,CUST-00699,2025-06-10T05:15:00Z,PAID,112000
TRX-A250610-2072,OUT-A,CUST-00744,2025-06-10 07:18:00,PAID,47000
TRX-A250610-7637,OUT-A,CUST-00460,2025-06-10 17:37:00,PAID,76000
TRX-A250610-4401,OUT-A,CUST-00625,2025-06-10 19:34:00,PAID,77000
TRX-A250610-6943,OUT-A,CUST-00052,2025-06-10 08:19:00,PAID,154000
TRX-A250610-2520,OUT-A,CUST-00218,2025-06-10T04:48:00Z,Paid,55000
TRX-A250610-7302,OUT-A,CUST-00469,2025-06-10 20:49:00,PAID,42000
TRX-A250611-5339,OUT-A,CUST-00151,2025-06-11 17:45:00,PAID,72000
TRX-A250611-4659,OUT-A,CUST-00441,2025-06-11T12:29:00Z,PAID,101000
TRX-A250611-2329,OUT-A,CUST-00796,2025-06-11 08:51:00,PAID,34000
TRX-A250611-8360,OUT-A,,2025-06-11T11:30:00Z,PAID,59000
TRX-A250611-2754,OUT-A,,2025-06-11 18:49:00,PAID,79000
TRX-A250611-9152,OUT-A,CUST-00086,2025-06-11T14:26:00Z,REFUND,55000
TRX-A250611-5960,OUT-A,,2025-06-11 13:59:00,PAID,91000
TRX-A250611-3066,OUT-A,CUST-00412,2025-06-11 18:28:00,PAID,56000
TRX-A250611-3828,OUT-A,CUST-00295,2025-06-11T07:44:00Z,PAID,35000
TRX-A250611-9094,OUT-A,CUST-00011,2025-06-11 14:20:00,PAID,29000
TRX-A250611-9890,OUT-A,CUST-00569,2025-06-11 13:27:00,PAID,55000
TRX-A250611-6754,OUT-A,CUST-00294,2025-06-11 19:10:00,PAID,125000
TRX-A250611-8176,OUT-A,CUST-00071,2025-06-11 11:21:00,PAID,50000
TRX-A250611-6508,OUT-A,CUST-00183,2025-06-11 19:18:00,PAID,94000
TRX-A250612-3864,OUT-A,CUST-00426,2025-06-12 07:05:00,PAID,65000
TRX-A250612-8361,OUT-A,CUST-00185,2025-06-12 11:52:00,PAID,70000
TRX-A250612-8842,OUT-A,,2025-06-12 17:44:00,PAID,54000
TRX-A250612-3129,OUT-A,,2025-06-12 13:35:00,REFUND,60000
TRX-A250612-5057,OUT-A,CUST-00302,2025-06-12 21:01:00,PAID,86000
TRX-A250612-1684,OUT-A,,2025-06-12 14:56:00,PAID,70000
TRX-A250612-7406,OUT-A,CUST-00283,2025-06-12 10:45:00,PAID,62000
TRX-A250612-9329,OUT-A,CUST-00076,2025-06-12 09:27:00,PAID,60000
TRX-A250612-9967,OUT-A,CUST-00374,2025-06-12 21:23:00,PAID,36000
TRX-A250612-4828,OUT-A,CUST-00162,2025-06-12T13:57:00Z,PAID,77000
TRX-A250612-7413,OUT-A,,2025-06-12 10:31:00,PAID,34000
TRX-A250612-9998,OUT-A,CUST-00675,2025-06-12 12:24:00,PAID,112000
TRX-A250613-1197,OUT-A,CUST-00596,2025-06-13 19:07:00,PAID,174000
TRX-A250613-4789,OUT-A,CUST-00219,2025-06-13 17:13:00,PAID,150000
TRX-A250613-5465,OUT-A,CUST-00799,2025-06-13 19:31:00,PAID,39000
TRX-A250613-4172,OUT-A,CUST-00103,2025-06-13 19:34:00,PAID,41000
TRX-A250613-9624,OUT-A,CUST-00103,2025-06-13T13:27:00Z,PAID,58000
TRX-A250613-2863,OUT-A,,2025-06-13 10:14:00,PAID,46000
TRX-A250613-5909,OUT-A,,2025-06-13 12:13:00,PAID,48000
TRX-A250613-4602,OUT-A,CUST-00524,2025-06-13 15:44:00,PAID,37000
TRX-A250613-6059,OUT-A,CUST-00165,2025-06-13 10:08:00,PAID,35000
TRX-A250613-2064,OUT-A,CUST-00336,2025-06-13 13:08:00,paid,107000
TRX-A250613-5252,OUT-A,CUST-00007,2025-06-13 17:31:00,PAID,105000
TRX-A250613-7608,OUT-A,CUST-00047,2025-06-13 13:37:00,PAID,72000
TRX-A250613-7296,OUT-A,CUST-00609,2025-06-13 12:38:00,PAID,105000
TRX-A250613-1732,OUT-A,,2025-06-13 16:36:00,PAID,67000
TRX-A250613-4673,OUT-A,,2025-06-13 09:03:00,PAID,8000
TRX-A250613-8925,OUT-A,CUST-00363,2025-06-13 10:01:00,PAID,40000
