item_id,transaction_id,product_id,qty,harga_satuan,diskon
ITM-0004794,TRX-A250621-6011,PRD-0034,1,45000,1000
ITM-0004795,TRX-A250621-8608,PRD-0078,2,20000,5000
ITM-0004796,TRX-A250621-8608,PRD-0069,1,32000,5000
ITM-0004797,TRX-A250621-8608,PRD-0035,3,12000,0
ITM-0004798,TRX-A250621-9712,PRD-0117,-1,12000,2000
ITM-0004799,TRX-A250621-7356,PRD-0110,1,20000,0
ITM-0004800,TRX-A250621-2065,PRD-0052,-1,20000,2000
ITM-0004801,TRX-A250621-5386,PRD-0034,2,45000,5000
ITM-0004802,TRX-A250621-1525,PRD-0071,2,20000,0
ITM-0004803,TRX-A250621-1525,PRD-0075,1,15000,1000
ITM-0004804,TRX-A250621-1525,PRD-0043,1,12000,0
ITM-0004805,TRX-A250621-5890,PRD-0020,1,12000,0
ITM-0004806,TRX-A250621-5890,PRD-0052,3,20000,1000
ITM-0004807,TRX-A250621-5890,PRD-0026,1,18000,0
ITM-0004808,TRX-A250621-2677,PRD-0105,2,12000,5000
ITM-0004809,TRX-A250621-2677,PRD-0068,1,20000,1000
ITM-0004810,TRX-A250621-2649,PRD-0003,2,45000,5000
ITM-0004811,TRX-A250621-2649,PRD-0100,2,28000,0
ITM-0004812,TRX-A250621-4085,PRD-0052,1,20000,2000
ITM-0004813,TRX-A250622-3678,PRD-0120,2,15000,0
ITM-0004814,TRX-A250622-3678,PRD-0090,1,18000,0
ITM-0004815,TRX-A250622-3678,PRD-0035,2,12000,0
ITM-0004816,TRX-A250622-5831,PRD-0017,3,18000,0
ITM-0004817,TRX-A250622-4085,PRD-0111,1,18000,1000
ITM-0004818,TRX-A250622-5983,PRD-0039,1,22000,1000
ITM-0004819,TRX-A250622-5983,PRD-0077,3,22000,0
ITM-0004820,TRX-A250622-5983,PRD-0110,3,20000,1000
ITM-0004821,TRX-A250622-1217,PRD-0099,1,45000,5000
ITM-0004822,TRX-A250622-1217,PRD-0105,3,12000,5000
ITM-0004823,TRX-A250622-5316,PRD-0052,1,20000,2000
ITM-0004824,TRX-A250622-5316,PRD-0110,1,20000,2000
ITM-0004825,TRX-A250622-5316,PRD-0088,2,45000,0
ITM-0004826,TRX-A250622-3240,PRD-0075,1,15000,0
ITM-0004827,TRX-A250622-3240,PRD-0010,1,45000,0
ITM-0004828,TRX-A250622-3240,PRD-0098,2,18000,0
ITM-0004829,TRX-A250622-5300,PRD-0037,1,20000,2000
ITM-0004830,TRX-A250622-6928,PRD-0024,2,12000,0
ITM-0004831,TRX-A250622-3301,PRD-0078,2,20000,1000
ITM-0004832,TRX-A250622-3301,PRD-0090,1,18000,5000
ITM-0004833,TRX-A250623-8092,PRD-0093,3,45000,0
ITM-0004834,TRX-A250623-8092,PRD-0081,3,28000,1000
ITM-0004835,TRX-A250623-8092,PRD-0058,1,32000,1000
ITM-0004836,TRX-A250623-8186,PRD-0019,2,25000,0
ITM-0004837,TRX-A250623-8186,PRD-0112,1,32000,0
ITM-0004838,TRX-A250623-8186,PRD-0018,2,28000,5000
ITM-0004839,TRX-A250623-8080,PRD-0108,2,25000,2000
ITM-0004840,TRX-A250623-8080,PRD-0046,2,32000,5000
ITM-0004841,TRX-A250623-8080,PRD-0108,2,25000,0
ITM-0004842,TRX-A250623-1331,PRD-0076,2,20000,2000
ITM-0004843,TRX-A250623-1331,PRD-0115,1,18000,2000
ITM-0004844,TRX-A250623-1331,PRD-0068,-1,20000,0
ITM-0004845,TRX-A250623-7374,PRD-0100,1,28000,2000
ITM-0004846,TRX-A250623-7374,PRD-0010,1,45000,1000
ITM-0004847,TRX-A250623-7374,PRD-0097,3,18000,1000
ITM-0004848,TRX-A250623-7285,PRD-0053,1,45000,2000
ITM-0004849,TRX-A250623-7285,PRD-0021,3,32000,1000
ITM-0004850,TRX-A250623-7285,PRD-0048,2,28000,1000
ITM-0004851,TRX-A250623-2811,PRD-0019,1,25000,5000
ITM-0004852,TRX-A250623-2811,PRD-0016,1,18000,0
ITM-0004853,TRX-A250623-2811,PRD-0026,2,18000,0
ITM-0004854,TRX-A250623-3721,PRD-0087,2,12000,0
ITM-0004855,TRX-A250623-3721,PRD-0052,1,20000,5000
ITM-0004856,TRX-A250623-3721,PRD-0112,2,32000,0
ITM-0004857,TRX-A250623-3279,PRD-0027,2,25000,2000
ITM-0004858,TRX-A250623-3279,PRD-0117,1,12000,0
ITM-0004859,TRX-A250623-3279,PRD-0058,1,32000,5000
ITM-0004860,TRX-A250623-4201,PRD-0002,1,12000,1000
ITM-0004861,TRX-A250623-4201,PRD-0063,2,20000,0
ITM-0004862,TRX-A250623-1876,PRD-0001,1,25000,0
ITM-0004863,TRX-A250623-6106,PRD-0048,1,28000,5000
ITM-0004864,TRX-A250623-6106,PRD-0100,1,28000,2000
ITM-0004865,TRX-A250623-4819,PRD-0090,1,18000,0
ITM-0004866,TRX-A250623-4819,PRD-0005,1,12000,0
ITM-0004867,TRX-A250623-4819,PRD-0103,2,28000,1000
ITM-0004868,TRX-A250623-5968,PRD-0007,2,32000,0
ITM-0004869,TRX-A250623-5968,PRD-0111,1,18000,0
ITM-0004870,TRX-A250623-3803,PRD-0038,1,45000,2000
ITM-0004871,TRX-A250623-3803,PRD-0040,2,22000,0
ITM-0004872,TRX-A250623-5772,PRD-0012,3,25000,1000
ITM-0004873,TRX-A250623-5772,PRD-0062,2,18000,5000
ITM-0004874,TRX-A250623-2903,PRD-0063,2,20000,0
ITM-0004875,TRX-A250623-2903,PRD-0069,1,32000,2000
ITM-0004876,TRX-A250623-4757,PRD-0058,1,32000,0
ITM-0004877,TRX-A250624-9343,PRD-0064,2,32000,0
ITM-0004878,TRX-A250624-9343,PRD-0021,2,32000,5000
ITM-0004879,TRX-A250624-7107,PRD-0115,1,18000,0
ITM-0004880,TRX-A250624-7107,PRD-0016,1,18000,5000
ITM-0004881,TRX-A250624-7907,PRD-0071,2,20000,5000
ITM-0004882,TRX-A250624-7907,PRD-0115,1,18000,0
ITM-0004883,TRX-A250624-1020,PRD-0035,1,12000,5000
ITM-0004884,TRX-A250624-1020,PRD-0014,1,15000,0
ITM-0004885,TRX-A250624-1020,PRD-0117,1,12000,0
ITM-0004886,TRX-A250624-5965,PRD-0101,1,28000,0
ITM-0004887,TRX-A250624-5965,PRD-0035,2,12000,0
ITM-0004888,TRX-A250624-5965,PRD-0067,2,22000,0
ITM-0004889,TRX-A250624-3886,PRD-0075,2,15000,5000
ITM-0004890,TRX-A250624-3886,PRD-0031,2,22000,5000
ITM-0004891,TRX-A250624-9634,PRD-0052,1,20000,5000
ITM-0004892,TRX-A250624-9634,PRD-0021,2,32000,0
ITM-0004893,TRX-A250624-9634,PRD-0034,1,45000,1000
ITM-0004894,TRX-A250624-8738,PRD-0025,1,20000,0
ITM-0004895,TRX-A250624-8738,PRD-0026,2,18000,0
ITM-0004896,TRX-A250624-8738,PRD-0075,1,15000,1000
ITM-0004897,TRX-A250624-8348,PRD-0100,1,28000,2000
ITM-0004898,TRX-A250624-8348,PRD-0007,2,32000,0
ITM-0004899,TRX-A250624-8348,PRD-0027,2,25000,0
ITM-0004900,TRX-A250624-9033,PRD-0102,3,15000,5000
ITM-0004901,TRX-A250624-9033,PRD-0058,1,32000,0
ITM-0004902,TRX-A250624-9033,PRD-0010,3,45000,2000
ITM-0004903,TRX-A250624-7234,PRD-0023,1,20000,0
ITM-0004904,TRX-A250624-7234,PRD-0016,3,18000,2000
ITM-0004905,TRX-A250624-8391,PRD-0096,2,18000,5000
ITM-0004906,TRX-A250624-8391,PRD-0041,1,12000,0
ITM-0004907,TRX-A250624-1974,PRD-0079,1,32000,0
ITM-0004908,TRX-A250624-1974,PRD-0092,2,32000,0
ITM-0004909,TRX-A250624-1974,PRD-0009,1,12000,1000
ITM-0004910,TRX-A250624-6102,PRD-0048,1,28000,2000
ITM-0004911,TRX-A250624-6102,PRD-0033,1,15000,0
ITM-0004912,TRX-A250624-6102,PRD-0092,1,32000,0
ITM-0004913,TRX-A250625-7789,PRD-0001,2,25000,0
ITM-0004914,TRX-A250625-4536,PRD-0035,1,12000,2000
ITM-0004915,TRX-A250625-5018,PRD-0082,1,18000,5000
ITM-0004916,TRX-A250625-5139,PRD-0069,2,32000,0
ITM-0004917,TRX-A250625-5139,PRD-0103,1,28000,0
ITM-0004918,TRX-A250625-5139,PRD-0104,1,12000,1000
ITM-0004919,TRX-A250625-9092,PRD-0091,-1,28000,5000
ITM-0004920,TRX-A250625-8401,PRD-0094,3,20000,0
ITM-0004921,TRX-A250625-8401,PRD-0010,2,45000,5000
ITM-0004922,TRX-A250625-8401,PRD-0013,2,12000,1000
ITM-0004923,TRX-A250625-5981,PRD-0088,3,45000,1000
ITM-0004924,TRX-A250625-5981,PRD-0057,1,15000,0
ITM-0004925,TRX-A250625-6456,PRD-0093,2,45000,0
ITM-0004926,TRX-A250625-3093,PRD-0090,1,18000,0
ITM-0004927,TRX-A250625-3093,PRD-0047,1,22000,0
ITM-0004928,TRX-A250625-3093,PRD-0112,1,32000,5000
ITM-0004929,TRX-A250625-4880,PRD-0043,2,12000,5000
ITM-0004930,TRX-A250625-4880,PRD-0015,1,15000,2000
ITM-0004931,TRX-A250625-4880,PRD-0071,2,20000,5000
ITM-0004932,TRX-A250625-4775,PRD-0082,1,18000,2000
ITM-0004933,TRX-A250625-4775,PRD-0050,1,32000,5000
ITM-0004934,TRX-A250625-6421,PRD-0083,3,20000,1000
ITM-0004935,TRX-A250625-6421,PRD-0023,1,20000,0
ITM-0004936,TRX-A250625-6421,PRD-0088,2,45000,2000
ITM-0004937,TRX-A250625-6918,PRD-0087,1,12000,0
ITM-0004938,TRX-A250625-6918,PRD-0087,2,12000,0
ITM-0004939,TRX-A250625-9642,PRD-0005,2,12000,2000
ITM-0004940,TRX-A250625-9642,PRD-0067,2,22000,5000
ITM-0004941,TRX-A250625-9642,PRD-0020,1,12000,1000
ITM-0004942,TRX-A250625-9267,PRD-0027,2,25000,0
ITM-0004943,TRX-A250625-9267,PRD-0024,1,12000,5000
ITM-0004944,TRX-A250625-9172,PRD-0096,1,18000,1000
ITM-0004945,TRX-A250625-2964,PRD-0031,3,22000,5000
ITM-0004946,TRX-A250625-4306,PRD-0082,3,18000,0
ITM-0004947,TRX-A250626-7269,PRD-0105,3,12000,0
ITM-0004948,TRX-A250626-7269,PRD-0098,2,18000,0
ITM-0004949,TRX-A250626-4524,PRD-0026,1,18000,1000
ITM-0004950,TRX-A250626-4524,PRD-0025,3,20000,2000
ITM-0004951,TRX-A250626-8456,PRD-0110,2,20000,0
ITM-0004952,TRX-A250626-8456,PRD-0063,2,20000,5000
ITM-0004953,TRX-A250626-7307,PRD-0049,3,22000,1000
ITM-0004954,TRX-A250626-9932,PRD-0104,2,12000,0
ITM-0004955,TRX-A250626-9475,PRD-0020,3,12000,0
ITM-0004956,TRX-A250626-9475,PRD-0019,1,25000,5000
ITM-0004957,TRX-A250626-7757,PRD-0029,1,32000,2000
ITM-0004958,TRX-A250626-6133,PRD-0084,1,28000,0
ITM-0004959,TRX-A250626-6133,PRD-0061,2,28000,0
ITM-0004960,TRX-A250626-3532,PRD-0028,2,32000,5000
ITM-0004961,TRX-A250626-3532,PRD-0117,3,12000,0
ITM-0004962,TRX-A250626-8095,PRD-0109,1,32000,0
ITM-0004963,TRX-A250626-8095,PRD-0001,1,25000,0
ITM-0004964,TRX-A250626-9794,PRD-0102,1,15000,2000
ITM-0004965,TRX-A250626-3013,PRD-0012,1,25000,0
ITM-0004966,TRX-A250626-3013,PRD-0066,2,25000,2000
ITM-0004967,TRX-A250626-1747,PRD-0007,2,32000,0
ITM-0004968,TRX-A250626-1747,PRD-0115,1,18000,2000
ITM-0004969,TRX-A250626-7623,PRD-0031,1,22000,0
ITM-0004970,TRX-A250626-7623,PRD-0046,1,32000,0
ITM-0004971,TRX-A250626-7623,PRD-0022,1,18000,5000
ITM-0004975,TRX-A250627-1324,PRD-0110,1,20000,0
ITM-0004976,TRX-A250627-5622,PRD-0033,-1,15000,5000
ITM-0004977,TRX-A250627-5622,PRD-0031,1,22000,2000
ITM-0004978,TRX-A250627-9330,PRD-0019,1,25000,0
ITM-0004979,TRX-A250627-8634,PRD-0049,-1,22000,0
ITM-0004980,TRX-A250627-8634,PRD-0095,1,20000,0
ITM-0004981,TRX-A250627-3191,PRD-0083,1,20000,2000
ITM-0004982,TRX-A250627-3191,PRD-0088,1,45000,5000
ITM-0004983,TRX-A250627-3191,PRD-0018,2,28000,2000
ITM-0004984,TRX-A250627-6499,PRD-0016,3,18000,0
ITM-0004985,TRX-A250627-6499,PRD-0086,3,32000,5000
ITM-0004986,TRX-A250627-1364,PRD-0099,1,45000,0
ITM-0004987,TRX-A250627-1364,PRD-0063,1,20000,0
ITM-0004988,TRX-A250627-6864,PRD-0099,1,45000,2000
ITM-0004989,TRX-A250627-6864,PRD-0014,1,15000,0
ITM-0004990,TRX-A250627-5207,PRD-0100,1,28000,5000
ITM-0004991,TRX-A250627-9930,PRD-0103,3,28000,5000
ITM-0004992,TRX-A250627-6666,PRD-0020,1,12000,0
ITM-0004993,TRX-A250627-6666,PRD-0106,1,45000,5000
ITM-0004994,TRX-A250627-1297,PRD-0096,2,18000,1000
ITM-0004995,TRX-A250627-5040,PRD-0080,1,28000,2000
ITM-0004996,TRX-A250627-5040,PRD-0064,2,32000,2000
ITM-0004997,TRX-A250627-5040,PRD-0025,2,20000,0
ITM-0004998,TRX-A250628-8267,PRD-0102,1,15000,0
ITM-0004999,TRX-A250628-8267,PRD-0049,-1,22000,0
ITM-0005000,TRX-A250628-9726,PRD-0040,1,22000,0
ITM-0005001,TRX-A250628-9726,PRD-0083,-1,20000,0
ITM-0005002,TRX-A250628-9726,PRD-0009,1,12000,1000
ITM-0005003,TRX-A250628-6222,PRD-0003,3,45000,0
ITM-0005004,TRX-A250628-4160,PRD-0111,1,18000,1000
ITM-0005005,TRX-A250628-8296,PRD-0039,1,22000,0
ITM-0005006,TRX-A250628-8296,PRD-0013,2,12000,1000
ITM-0005007,TRX-A250628-8296,PRD-0059,2,12000,1000
ITM-0005008,TRX-A250628-9981,PRD-0044,1,32000,0
ITM-0005009,TRX-A250628-9981,PRD-0028,3,32000,1000
ITM-0005010,TRX-A250628-5702,PRD-0006,-1,20000,2000
ITM-0005011,TRX-A250628-5702,PRD-0101,1,28000,0
ITM-0005012,TRX-A250628-6960,PRD-0073,1,20000,0
ITM-0005013,TRX-A250628-6960,PRD-0041,3,12000,0
ITM-0005014,TRX-A250628-6960,PRD-0119,1,45000,0
ITM-0005015,TRX-A250628-6727,PRD-0060,2,12000,0
ITM-0005016,TRX-A250628-9870,PRD-0099,2,45000,2000
ITM-0005017,TRX-A250628-1714,PRD-0044,1,32000,0
ITM-0005018,TRX-A250628-6506,PRD-0019,2,25000,0
ITM-0005019,TRX-A250628-6506,PRD-0115,2,18000,0
ITM-0005020,TRX-A250628-6506,PRD-0022,2,18000,0
ITM-0005021,TRX-A250628-4133,PRD-0100,2,28000,1000
ITM-0005022,TRX-A250628-4133,PRD-0040,2,22000,0
ITM-0005023,TRX-A250628-7917,PRD-0099,1,45000,1000
ITM-0005024,TRX-A250628-6124,PRD-0087,1,12000,1000
ITM-0005025,TRX-A250628-7890,PRD-0008,1,12000,2000
ITM-0005026,TRX-A250628-7890,PRD-0048,2,28000,5000
ITM-0005027,TRX-A250628-7890,PRD-0025,2,20000,1000
ITM-0005028,TRX-A250628-2743,PRD-0109,2,32000,0
ITM-0005029,TRX-A250628-4629,PRD-0079,2,32000,1000
ITM-0005030,TRX-A250628-4629,PRD-0038,3,45000,0
ITM-0005031,TRX-A250628-4629,PRD-0066,1,25000,0
ITM-0005032,TRX-A250628-1708,PRD-0013,1,12000,0
ITM-0005033,TRX-A250628-1708,PRD-0002,2,12000,0
ITM-0005034,TRX-A250628-1708,PRD-0071,1,20000,0
ITM-0005035,TRX-A250628-7740,PRD-0006,2,20000,0
ITM-0005036,TRX-A250628-7740,PRD-0073,1,20000,0
ITM-0005037,TRX-A250629-5833,PRD-0098,3,18000,0
ITM-0005038,TRX-A250629-5833,PRD-0067,3,22000,2000
ITM-0005039,TRX-A250629-6963,PRD-0020,1,12000,0
ITM-0005040,TRX-A250629-6963,PRD-0013,3,12000,0
ITM-0005041,TRX-A250629-7973,PRD-0022,1,18000,1000
ITM-0005042,TRX-A250629-7973,PRD-0057,2,15000,0
ITM-0005043,TRX-A250629-5732,PRD-0077,3,22000,0
ITM-0005044,TRX-A250629-5732,PRD-0009,3,12000,0
ITM-0005045,TRX-A250629-5607,PRD-0075,1,15000,2000
ITM-0005046,TRX-A250629-4926,PRD-0091,1,28000,0
ITM-0005047,TRX-A250629-4926,PRD-0107,1,15000,0
ITM-0005048,TRX-A250629-7501,PRD-0068,1,20000,0
ITM-0005049,TRX-A250629-8393,PRD-0110,1,20000,0
ITM-0005050,TRX-A250629-2576,PRD-0051,2,28000,0
ITM-0005051,TRX-A250629-2576,PRD-0002,2,12000,0
ITM-0005052,TRX-A250629-3125,PRD-0019,3,25000,0
ITM-0005053,TRX-A250629-3125,PRD-0056,1,45000,1000
ITM-0005054,TRX-A250629-3125,PRD-0092,1,32000,5000
ITM-0005055,TRX-A250630-3145,PRD-0052,3,20000,1000
ITM-0005056,TRX-A250630-3145,PRD-0062,1,18000,5000
ITM-0005057,TRX-A250630-1986,PRD-0064,1,32000,1000
ITM-0005058,TRX-A250630-9726,PRD-0013,1,12000,0
ITM-0005059,TRX-A250630-1288,PRD-0032,1,32000,0
ITM-0005060,TRX-A250630-6017,PRD-0040,1,22000,5000
ITM-0005061,TRX-A250630-3239,PRD-0052,1,20000,0
ITM-0005062,TRX-A250630-3239,PRD-0064,2,32000,2000
ITM-0005063,TRX-A250630-8892,PRD-0059,3,12000,1000
ITM-0005064,TRX-A250630-8892,PRD-0099,1,45000,5000
ITM-0005065,TRX-A250630-8892,PRD-0082,1,18000,0
ITM-0005066,TRX-A250630-4283,PRD-0019,2,25000,0
ITM-0005067,TRX-A250630-3804,PRD-0086,1,32000,1000
ITM-0005068,TRX-A250630-3804,PRD-0076,1,20000,0
ITM-0005069,TRX-A250630-5055,PRD-0034,2,45000,0
ITM-0005070,TRX-A250630-1069,PRD-0005,3,12000,1000
ITM-0005071,TRX-A250630-1069,PRD-0072,-1,20000,0
ITM-0005072,TRX-A250630-1069,PRD-0088,1,45000,5000
ITM-0005073,TRX-A250630-6047,PRD-0026,3,18000,5000
ITM-0005074,TRX-A250630-5422,PRD-0001,2,25000,0
ITM-0005075,TRX-A250701-7160,PRD-0047,1,22000,0
ITM-0005076,TRX-A250701-7160,PRD-0113,1,15000,0
ITM-0005077,TRX-A250701-1390,PRD-0052,3,20000,2000
ITM-0005078,TRX-A250701-1390,PRD-0078,3,20000,0
ITM-0005079,TRX-A250701-9617,PRD-0105,2,12000,0
ITM-0005080,TRX-A250701-9617,PRD-0016,2,19800,0
ITM-0005081,TRX-A250701-9617,PRD-0104,1,12000,2000
ITM-0005082,TRX-A250701-3971,PRD-0005,1,12000,0
ITM-0005083,TRX-A250701-1923,PRD-0012,2,25000,0
ITM-0005084,TRX-A250701-1923,PRD-0098,1,19800,5000
ITM-0005085,TRX-A250701-1785,PRD-0065,3,45000,0
ITM-0005086,TRX-A250701-1785,PRD-0080,2,28000,0
ITM-0005087,TRX-A250701-1797,PRD-0052,2,20000,0
ITM-0005088,TRX-A250701-1797,PRD-0031,2,22000,1000
ITM-0005089,TRX-A250701-1797,PRD-0101,2,28000,2000
ITM-0005090,TRX-A250701-9132,PRD-0025,2,20000,0
ITM-0005091,TRX-A250701-5634,PRD-0117,2,12000,0
ITM-0005092,TRX-A250701-5634,PRD-0050,2,32000,1000
ITM-0005093,TRX-A250701-3988,PRD-0054,1,15000,0
ITM-0005094,TRX-A250701-3172,PRD-0058,1,35200,5000
ITM-0005095,TRX-A250701-4160,PRD-0107,1,15000,2000
ITM-0005096,TRX-A250701-4160,PRD-0020,3,13200,0
ITM-0005097,TRX-A250702-6952,PRD-0046,2,32000,2000
ITM-0005098,TRX-A250702-5596,PRD-0067,1,22000,0
ITM-0005099,TRX-A250702-5596,PRD-0019,1,25000,0
ITM-0005100,TRX-A250702-5596,PRD-0004,2,20000,0
ITM-0005101,TRX-A250702-1578,PRD-0033,1,15000,2000
ITM-0005102,TRX-A250702-2427,PRD-0046,1,32000,1000
ITM-0005103,TRX-A250702-2427,PRD-0107,1,15000,2000
ITM-0005104,TRX-A250702-2427,PRD-0060,1,12000,0
ITM-0005105,TRX-A250702-3153,PRD-0062,1,18000,2000
ITM-0005106,TRX-A250702-9686,PRD-0096,1,18000,0
ITM-0005107,TRX-A250702-1194,PRD-0058,1,35200,1000
ITM-0005108,TRX-A250702-1194,PRD-0119,1,49500,5000
ITM-0005109,TRX-A250702-4191,PRD-0043,3,12000,0
ITM-0005110,TRX-A250702-4191,PRD-0039,1,22000,5000
ITM-0005111,TRX-A250702-4191,PRD-0031,1,22000,2000
ITM-0005112,TRX-A250702-7031,PRD-0117,1,12000,2000
ITM-0005113,TRX-A250702-7031,PRD-0068,1,20000,0
ITM-0005114,TRX-A250702-7031,PRD-0105,1,12000,0
ITM-0005115,TRX-A250702-2683,PRD-0062,1,18000,5000
ITM-0005116,TRX-A250702-2683,PRD-0064,2,35200,1000
ITM-0005117,TRX-A250702-2683,PRD-0027,1,25000,0
ITM-0005118,TRX-A250703-2467,PRD-0051,1,28000,0
ITM-0005119,TRX-A250703-9607,PRD-0007,1,32000,2000
ITM-0005120,TRX-A250703-9607,PRD-0045,1,12000,0
ITM-0005121,TRX-A250703-9607,PRD-0017,1,19800,2000
ITM-0005122,TRX-A250703-6139,PRD-0050,1,32000,2000
ITM-0005123,TRX-A250703-6139,PRD-0037,2,20000,5000
ITM-0005124,TRX-A250703-6139,PRD-0016,1,19800,5000
ITM-0005125,TRX-A250703-8960,PRD-0061,2,30800,0
ITM-0005126,TRX-A250703-8960,PRD-0054,-1,15000,0
ITM-0005127,TRX-A250703-1926,PRD-0107,2,15000,5000
ITM-0005128,TRX-A250703-1926,PRD-0024,1,12000,1000
ITM-0005129,TRX-A250703-1926,PRD-0108,1,27500,2000
ITM-0005130,TRX-A250703-4152,PRD-0055,2,20000,5000
ITM-0005131,TRX-A250703-4152,PRD-0055,3,20000,2000
ITM-0005132,TRX-A250703-8822,PRD-0063,1,22000,0
ITM-0005133,TRX-A250703-8822,PRD-0078,1,20000,5000
ITM-0005134,TRX-A250703-9154,PRD-0110,1,20000,5000
ITM-0005135,TRX-A250704-2899,PRD-0033,2,15000,2000
ITM-0005136,TRX-A250704-2899,PRD-0107,1,15000,0
ITM-0005137,TRX-A250704-2899,PRD-0035,2,12000,0
ITM-0005138,TRX-A250704-3369,PRD-0077,3,22000,2000
ITM-0005139,TRX-A250704-3369,PRD-0018,3,28000,1000
ITM-0005140,TRX-A250704-3369,PRD-0026,-1,18000,0
ITM-0005141,TRX-A250704-2787,PRD-0110,1,20000,1000
ITM-0005142,TRX-A250704-2787,PRD-0076,1,22000,0
ITM-0005143,TRX-A250704-2786,PRD-0016,1,19800,0
ITM-0005144,TRX-A250704-2786,PRD-0021,1,32000,0
ITM-0005145,TRX-A250704-2786,PRD-0107,3,15000,2000
ITM-0005146,TRX-A250704-9207,PRD-0099,2,45000,0
ITM-0005147,TRX-A250704-8866,PRD-0065,1,45000,0
ITM-0005148,TRX-A250704-8866,PRD-0068,3,20000,5000
ITM-0005149,TRX-A250704-8866,PRD-0070,3,32000,2000
ITM-0005150,TRX-A250704-7989,PRD-0099,2,45000,0
ITM-0005151,TRX-A250704-7989,PRD-0093,1,49500,2000
ITM-0005152,TRX-A250704-7989,PRD-0011,2,28000,0
ITM-0005153,TRX-A250704-9383,PRD-0118,1,22000,0
ITM-0005154,TRX-A250704-1273,PRD-0081,1,28000,5000
ITM-0005155,TRX-A250704-8979,PRD-0034,3,45000,0
ITM-0005156,TRX-A250704-7893,PRD-0055,2,20000,0
ITM-0005157,TRX-A250704-7893,PRD-0059,1,13200,1000
ITM-0005158,TRX-A250704-7893,PRD-0092,2,32000,2000
ITM-0005159,TRX-A250704-2468,PRD-0061,1,30800,5000
ITM-0005160,TRX-A250704-8797,PRD-0077,2,22000,0
ITM-0005161,TRX-A250704-8797,PRD-0015,1,15000,5000
ITM-0005162,TRX-A250704-8797,PRD-0020,1,13200,2000
ITM-0005163,TRX-A250704-7349,PRD-0035,2,12000,0
ITM-0005164,TRX-A250704-6516,PRD-0036,1,22000,0
ITM-0005165,TRX-A250704-6516,PRD-0043,3,12000,0
ITM-0005166,TRX-A250704-6516,PRD-0071,1,20000,0
ITM-0005167,TRX-A250704-7378,PRD-0049,2,22000,0
ITM-0005168,TRX-A250704-7378,PRD-0079,2,32000,0
ITM-0005169,TRX-A250704-5668,PRD-0076,1,22000,0
ITM-0005170,TRX-A250704-5668,PRD-0026,3,18000,2000
ITM-0005171,TRX-A250704-2320,PRD-0028,1,35200,0
ITM-0005172,TRX-A250704-2320,PRD-0115,1,18000,0
ITM-0005173,TRX-A250704-9548,PRD-0048,2,30800,0
ITM-0005174,TRX-A250704-9548,PRD-0081,1,28000,0
ITM-0005175,TRX-A250704-9548,PRD-0004,1,20000,1000
ITM-0005176,TRX-A250704-2038,PRD-0050,1,32000,0
ITM-0005177,TRX-A250705-8001,PRD-0098,3,19800,0
ITM-0005178,TRX-A250705-8001,PRD-0021,-1,32000,0
ITM-0005179,TRX-A250705-8001,PRD-0024,2,12000,0
ITM-0005180,TRX-A250705-1165,PRD-0059,3,13200,0
ITM-0005181,TRX-A250705-1165,PRD-0095,3,20000,5000
ITM-0005182,TRX-A250705-1165,PRD-0093,2,49500,0
ITM-0005183,TRX-A250705-8368,PRD-0070,-1,32000,5000
ITM-0005184,TRX-A250705-8368,PRD-0052,2,20000,2000
ITM-0005185,TRX-A250705-8368,PRD-0100,1,28000,1000
ITM-0005186,TRX-A250705-8056,PRD-0090,1,18000,2000
ITM-0005187,TRX-A250705-8056,PRD-0047,1,22000,0
ITM-0005188,TRX-A250705-2881,PRD-0079,3,32000,2000
ITM-0005189,TRX-A250705-2543,PRD-0020,1,13200,2000
ITM-0005190,TRX-A250705-7987,PRD-0027,1,25000,0
ITM-0005191,TRX-A250705-7987,PRD-0039,3,22000,2000
ITM-0005192,TRX-A250705-7987,PRD-0089,2,25000,0
ITM-0005193,TRX-A250705-8358,PRD-0024,1,12000,2000
ITM-0005194,TRX-A250705-8358,PRD-0005,1,12000,0
ITM-0005195,TRX-A250706-3378,PRD-0072,1,20000,2000
ITM-0005196,TRX-A250706-3378,PRD-0016,2,19800,1000
ITM-0005197,TRX-A250706-3378,PRD-0066,2,25000,0
ITM-0005198,TRX-A250706-2775,PRD-0113,1,15000,0
ITM-0005199,TRX-A250706-6005,PRD-0058,-1,35200,0
ITM-0005200,TRX-A250706-6005,PRD-0004,3,20000,0
ITM-0005201,TRX-A250706-1033,PRD-0100,1,28000,2000
ITM-0005202,TRX-A250706-3815,PRD-0006,1,20000,5000
ITM-0005203,TRX-A250706-3815,PRD-0097,1,18000,2000
ITM-0005204,TRX-A250706-3815,PRD-0120,1,15000,1000
ITM-0005205,TRX-A250706-2677,PRD-0055,1,20000,2000
ITM-0005206,TRX-A250706-2677,PRD-0099,2,45000,0
ITM-0005207,TRX-A250706-9010,PRD-0067,1,22000,5000
ITM-0005208,TRX-A250706-6997,PRD-0077,2,22000,5000
ITM-0005209,TRX-A250706-6997,PRD-0101,1,28000,0
ITM-0005210,TRX-A250706-3721,PRD-0003,1,45000,2000
ITM-0005211,TRX-A250706-3867,PRD-0065,2,45000,5000
ITM-0005212,TRX-A250706-6866,PRD-0081,1,28000,1000
